ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
364,18.506271,77.389667,14.2,-40.3,7.05,5.71,Negativno,Ne
365,18.490888,77.406957,14.4,-43.5,7.13,4.76,Negativno,Ne
366,18.490373,77.411458,1.0,-39.3,6.79,0.9,Negativno,Ne
367,18.492436,77.404279,11.4,-38.4,7.42,1.01,Negativno,Ne
368,18.493523,77.397142,10.5,-34.5,7.2,4.94,Negativno,Ne
369,18.478805,77.400323,6.2,-17.8,6.22,7.967418672669529,Pozitivno,Da
370,18.483277,77.381045,10.0,-64.5,7.1,3.83,Pozitivno,Ne
371,18.472959,77.367088,14.7,-30.4,7.42,1.48,Negativno,Ne
372,18.466329,77.393098,11.1,-46.3,6.77,0.47,Negativno,Ne
373,18.480501,77.404605,8.2,-68.2,6.64,2.68,Negativno,Ne
374,18.466492,77.394632,13.4,-46.1,6.41,3.31,Negativno,Ne
375,18.480945,77.376899,2.8,-45.6,7.83,0.9,Negativno,Da
376,18.486362,77.38791,3.7,-45.4,7.06,0.13,Pozitivno,Ne
377,18.483671,77.412647,12.8,-52.7,7.27,4.09,Negativno,Ne
378,18.481671,77.398476,8.6,-58.1,7.37,4.95,Negativno,Ne
379,18.494309,77.377072,10.8,-71.1,6.45,0.41,Negativno,Ne
380,18.477168,77.387959,7.3,-62.6,6.65,1.97,Negativno,Ne
381,18.485887,77.3958,9.5,-42.7,6.93,0.59,Negativno,Da
382,18.473408,77.386103,11.2,-55.2,6.36,3.37,Negativno,Ne
383,18.471277,77.395059,14.3,-46.2,7.45,0.28,Negativno,Ne
384,18.477021,77.395675,2.0,-49.4,6.48,4.28,Negativno,Ne
385,18.466187,77.387735,4.8,-23.3,7.19,1.42,Negativno,Ne
386,18.474266,77.406434,2.6,-54.5,6.86,2.11,Negativno,Ne
387,18.480904,77.37896,8.4,-58.5,5.66,2.6,Negativno,Ne
388,18.459203,77.373322,3.3,-49.7,6.35,5.24,Pozitivno,Ne
389,18.48309,77.381993,0.5,-62.6,7.72,1.27,Negativno,Ne
390,18.484168,77.389893,11.4,-30.6,6.56,1.62,Negativno,Ne
391,18.496606,77.388663,9.4,-38.5,8.18,2.51,Negativno,Ne
392,18.489129,77.378704,9.1,-39.6,7.02,3.23,Negativno,Ne
393,18.487385,77.386212,6.5,-84.4,6.32,2.67,Negativno,Ne
394,18.48725,77.383648,0.8,-74.7,7.08,5.76,Negativno,Ne
395,18.482217,77.362086,13.4,-45.6,6.69,2.61,Negativno,Ne
396,18.497225,77.386348,7.8,-53.4,7.85,4.71,Pozitivno,Ne
397,18.484704,77.395287,12.6,-43.8,7.04,2.58,Negativno,Ne
398,18.477911,77.395032,12.6,-52.5,7.35,3.49,Negativno,Ne
399,18.483633,77.409791,6.1,-58.3,6.7,5.78,Negativno,Ne
400,18.480099,77.387062,13.7,-50.3,7.47,3.91,Negativno,Ne
401,18.464615,77.379923,12.2,-69.0,6.89,1.54,Negativno,Ne
402,18.458844,77.406107,10.1,-51.8,7.28,1.81,Negativno,Ne
403,18.491539,77.399104,9.4,-66.2,7.03,2.7,Negativno,Ne
404,18.47247,77.396847,1.1,-18.3,6.99,4.54,Negativno,Ne
405,18.466884,77.379561,8.2,-31.5,6.7,4.98,Negativno,Ne
406,18.495293,77.392714,7.0,-47.0,7.61,1.39,Negativno,Ne
407,18.489527,77.402012,6.1,-44.8,7.12,3.99,Negativno,Ne
408,18.485332,77.414134,8.5,-54.1,6.02,4.32,Negativno,Ne
409,18.488531,77.408382,3.5,-66.2,6.55,0.85,Negativno,Ne
410,18.480275,77.391876,6.7,-61.2,6.0,2.08,Negativno,Ne
411,18.491636,77.395841,3.1,-56.1,6.79,0.34,Pozitivno,Ne
412,18.487616,77.38221,6.6,-79.6,6.93,5.61,Negativno,Ne
413,18.475246,77.367625,3.3,-62.6,7.08,4.93,Negativno,Ne
414,18.474144,77.386685,11.0,-39.2,7.09,4.31,Negativno,Ne
415,18.477717,77.38326,14.2,-65.4,6.05,4.03,Negativno,Ne
416,18.483572,77.382329,6.9,-30.3,7.63,5.34,Negativno,Ne
417,18.476596,77.365784,7.2,-62.8,6.76,2.95,Negativno,Ne
418,18.464081,77.366168,8.2,-53.2,7.73,1.04,Negativno,Da
419,18.479659,77.389328,11.7,-30.4,6.48,1.91,Negativno,Ne
420,18.479034,77.388371,5.8,-53.5,6.78,1.21,Negativno,Ne
421,18.479314,77.375357,10.1,-45.6,6.96,1.08,Negativno,Ne
422,18.47859,77.390869,14.9,-57.2,6.79,1.96,Negativno,Ne
423,18.488269,77.373858,1.3,-40.5,7.09,0.95,Pozitivno,Ne
424,18.483879,77.395218,12.5,-45.9,7.85,3.77,Negativno,Ne
425,18.487909,77.408069,13.7,-60.4,6.93,0.88,Negativno,Ne
426,18.474336,77.385778,7.7,-61.8,6.65,2.18,Negativno,Ne
427,18.495755,77.378581,4.9,-29.6,6.72,1.06,Negativno,Ne
428,18.477455,77.387233,8.3,-84.8,6.01,2.42,Negativno,Ne
429,18.475448,77.385029,12.4,-82.1,7.16,3.29,Negativno,Ne
430,18.461962,77.382603,3.4,-50.6,6.43,2.71,Negativno,Ne
431,18.480584,77.389417,2.7,-30.9,7.25,3.44,Negativno,Ne
432,18.482255,77.373997,4.7,-64.1,6.54,1.92,Negativno,Ne
433,18.467904,77.387393,9.4,-53.7,7.46,3.55,Negativno,Ne
434,18.470839,77.388673,11.2,-48.5,7.04,1.84,Negativno,Ne
435,18.470327,77.397329,6.7,-68.0,6.74,2.05,Negativno,Ne
436,18.459887,77.374222,2.6,-61.0,7.63,5.11,Negativno,Ne
437,18.482959,77.401015,6.2,-57.4,6.81,0.3,Negativno,Ne
438,18.479628,77.403698,4.7,-49.2,7.14,3.46,Negativno,Ne
439,18.465418,77.402208,13.1,-42.9,6.41,5.56,Negativno,Ne
440,18.494065,77.393325,11.2,-64.4,8.19,0.24,Negativno,Ne
441,18.484869,77.389784,6.3,-61.1,7.27,3.06,Negativno,Ne
442,18.485405,77.4025,3.6,-48.8,6.57,4.23,Negativno,Ne
443,18.477866,77.397648,9.8,-58.8,8.26,5.92,Negativno,Ne
444,18.476797,77.394621,7.7,-44.0,7.52,3.71,Negativno,Ne
445,18.466259,77.397454,5.9,-56.1,7.05,1.68,Pozitivno,Ne
446,18.491633,77.393421,6.4,-32.3,6.4,3.38,Negativno,Ne
447,18.498067,77.393392,12.1,-44.5,6.83,3.93,Negativno,Ne
448,18.504396,77.39631,8.1,-55.9,7.4,4.34,Negativno,Ne
449,18.487009,77.388327,2.1,-39.2,6.62,0.84,Pozitivno,Ne
450,18.484957,77.404103,4.3,-35.9,6.88,0.87,Negativno,Ne
451,18.494958,77.391342,9.0,-51.0,6.6,5.21,Negativno,Ne
452,18.475032,77.367763,5.5,-34.7,6.41,3.08,Negativno,Ne
453,18.477859,77.386321,11.9,-57.9,7.92,2.0,Negativno,Ne
454,18.481274,77.397127,8.7,-53.7,6.44,4.41,Negativno,Da
455,18.493883,77.399307,1.6,-56.8,7.08,1.16,Negativno,Ne
456,18.479006,77.402244,3.2,-11.7,7.02,5.84741867266953,Pozitivno,Da
457,18.484231,77.372006,4.7,-60.9,6.78,0.71,Negativno,Ne
458,18.477347,77.397916,2.5,-40.3,7.03,4.38,Negativno,Ne
459,18.478282,77.374094,0.3,-16.4,7.64,1.64,Negativno,Ne
460,18.47685,77.377997,8.0,-46.8,6.28,4.57,Negativno,Ne
461,18.477375,77.390675,11.6,-48.2,7.72,4.46,Negativno,Ne
462,18.474844,77.394892,9.5,-72.6,6.04,1.9,Negativno,Ne
463,18.475708,77.397969,13.3,-55.0,6.48,3.53,Negativno,Ne
464,18.488054,77.370128,9.8,-30.4,7.39,2.18,Negativno,Ne
465,18.492358,77.379181,1.8,-41.4,5.98,4.64,Negativno,Ne
466,18.493579,77.374308,12.3,-27.1,7.47,1.61,Negativno,Ne
467,18.477375,77.397998,5.4,-40.1,6.5,4.75,Negativno,Ne
468,18.476619,77.389402,6.8,-50.8,6.61,0.78,Negativno,Ne
469,18.486242,77.384802,8.0,-62.5,7.29,0.71,Negativno,Ne
470,18.488125,77.380062,11.2,-54.0,7.39,3.1,Negativno,Ne
471,18.467674,77.383231,6.5,-35.0,7.23,4.02,Negativno,Ne
472,18.474378,77.38472,5.6,-51.5,7.16,3.75,Pozitivno,Ne
473,18.456603,77.376186,9.3,-55.8,7.03,1.14,Negativno,Ne
474,18.477956,77.37561,13.2,-40.8,6.64,5.73,Negativno,Ne
475,18.48667,77.392999,6.9,-60.8,7.26,4.0,Negativno,Ne
476,18.488003,77.387342,2.5,-75.2,7.25,2.99,Negativno,Ne
477,18.475294,77.382854,7.2,-45.9,6.46,3.54,Negativno,Ne
478,18.473805,77.393643,11.1,-48.8,7.12,5.27,Pozitivno,Da
479,18.473223,77.381057,10.8,-26.8,7.33,3.17,Negativno,Ne
480,18.48908,77.377219,3.0,-58.6,6.6,3.01,Negativno,Ne
481,18.474474,77.398926,5.2,-34.3,6.83,1.5,Negativno,Da
482,18.485173,77.384842,3.0,-15.9,8.55,0.63,Negativno,Ne
483,18.493299,77.389074,13.7,-62.1,6.05,4.53,Pozitivno,Ne
484,18.481923,77.385166,4.5,-26.6,6.89,1.67,Negativno,Ne
485,18.485114,77.384863,12.1,-30.4,7.05,2.37,Negativno,Ne
486,18.481042,77.375666,5.2,-60.6,6.53,4.24,Negativno,Ne
487,18.494235,77.366346,7.4,-29.2,6.92,5.78,Negativno,Ne
488,18.477777,77.385369,3.2,-37.6,6.75,0.53,Negativno,Ne
489,18.478903,77.38088,12.0,-30.2,7.15,1.87,Negativno,Ne
490,18.503278,77.400298,6.5,-57.9,6.01,4.23,Negativno,Ne
491,18.484057,77.398507,0.4,-43.3,6.57,4.9,Negativno,Ne
492,18.489776,77.393189,6.8,-48.9,7.58,4.06,Negativno,Ne
493,18.48206,77.385823,12.0,-53.7,6.32,1.8,Pozitivno,Da
494,18.47977,77.398801,10.2,-11.4,6.91,7.387418672669529,Pozitivno,Da
495,18.488164,77.378284,11.7,-43.8,6.9,2.6,Negativno,Ne
496,18.480579,77.383586,4.0,-64.6,6.92,4.39,Negativno,Ne
497,18.475895,77.389225,2.6,-61.8,7.23,4.31,Negativno,Da
498,18.480124,77.39249,10.7,-51.7,5.67,2.36,Negativno,Ne
499,18.488702,77.404496,4.7,-46.0,6.5,0.94,Negativno,Ne
500,18.485976,77.384672,8.3,-58.7,7.02,5.93,Negativno,Ne
501,18.472398,77.373229,3.3,-46.5,6.49,3.41,Negativno,Ne
502,18.457257,77.388608,7.1,-38.9,7.13,1.91,Negativno,Ne
503,18.489464,77.389065,14.4,-56.0,7.97,5.3,Negativno,Ne
504,18.494849,77.397695,1.4,-30.2,7.84,1.1,Negativno,Ne
505,18.463069,77.388594,3.9,-41.6,6.47,0.79,Pozitivno,Ne
506,18.47442,77.402014,8.4,-60.1,6.82,1.87,Negativno,Ne
507,18.478921,77.369608,6.8,-54.0,8.25,0.4,Negativno,Ne
508,18.487881,77.38511,13.2,-55.7,6.66,3.84,Negativno,Ne
509,18.478358,77.382185,1.3,-45.8,6.52,1.55,Negativno,Ne
510,18.492345,77.387492,1.7,-55.7,8.05,1.53,Negativno,Ne
511,18.451799,77.392392,9.2,-63.0,7.35,0.85,Negativno,Ne
512,18.4934,77.385731,7.8,-46.4,7.35,4.11,Negativno,Ne
513,18.470267,77.373873,2.0,-68.7,6.59,5.88,Negativno,Ne
514,18.480404,77.39018,5.5,-58.8,6.77,1.88,Negativno,Ne
515,18.4689,77.387421,12.8,-57.5,6.88,3.92,Negativno,Ne
516,18.468352,77.384163,8.9,-64.4,6.69,0.96,Negativno,Ne
517,18.482021,77.383763,13.6,-36.7,6.81,4.7,Negativno,Ne
518,18.479801,77.389516,4.0,-51.4,7.49,4.01,Pozitivno,Ne
519,18.483769,77.393599,7.6,-58.6,7.32,3.62,Negativno,Ne
520,18.478545,77.359347,12.2,-80.6,7.38,0.56,Negativno,Ne
521,18.470388,77.399886,2.0,-61.7,6.26,0.58,Negativno,Ne
522,18.471001,77.38106,3.0,-12.0,7.84,9.14751080499537,Pozitivno,Da
523,18.475216,77.390491,7.4,-25.0,6.56,1.5,Negativno,Ne
524,18.482415,77.397337,11.9,-28.0,6.62,1.91,Negativno,Ne
525,18.479934,77.37047,13.7,-38.4,6.69,0.64,Negativno,Ne
526,18.461382,77.394095,8.8,-43.3,6.73,5.95,Negativno,Ne
527,18.476197,77.396842,12.7,-13.3,6.99,4.76,Negativno,Ne
528,18.478304,77.381023,0.7,-24.5,7.23,4.36,Negativno,Ne
529,18.468274,77.370996,9.2,-57.3,6.53,4.68,Negativno,Ne
530,18.489168,77.395166,4.1,-42.3,7.17,1.72,Negativno,Ne
531,18.497294,77.380083,6.9,-26.7,6.89,2.78,Negativno,Ne
532,18.491559,77.376584,0.8,-51.8,6.43,3.64,Negativno,Ne
533,18.456816,77.384046,11.6,-27.1,7.51,0.72,Negativno,Ne
534,18.473633,77.387534,14.9,-36.8,6.98,0.94,Negativno,Da
535,18.475826,77.38864,8.6,-32.8,6.9,3.63,Negativno,Ne
536,18.484382,77.394678,4.3,-80.2,6.92,4.69,Negativno,Ne
537,18.496169,77.375463,6.0,-50.3,7.01,0.32,Negativno,Ne
538,18.499583,77.400387,8.3,-32.7,8.36,4.26,Pozitivno,Ne
539,18.496951,77.373837,12.5,-14.3,7.0,5.17,Negativno,Ne
540,18.463947,77.387433,10.3,-54.7,6.94,2.86,Negativno,Ne
541,18.477449,77.393609,5.0,-31.7,7.51,2.89,Negativno,Ne
542,18.505259,77.394694,11.3,-46.3,7.22,1.73,Negativno,Ne
543,18.485008,77.391415,5.2,-41.0,6.6,5.06,Negativno,Ne
544,18.499648,77.375469,10.6,-41.1,6.51,5.82,Negativno,Ne
545,18.45742,77.384694,2.4,-53.2,7.62,4.63,Negativno,Ne
546,18.478561,77.392713,1.8,-51.0,7.14,3.87,Negativno,Ne
547,18.48877,77.39172,6.6,-35.5,6.79,3.08,Negativno,Da
548,18.474929,77.370011,14.5,-47.9,6.43,5.0,Negativno,Ne
549,18.472051,77.391737,0.4,-71.2,7.04,0.48,Negativno,Ne
550,18.474086,77.382781,0.7,-68.5,6.77,0.27,Negativno,Ne
551,18.468005,77.406932,13.4,-57.5,7.25,0.84,Pozitivno,Ne
552,18.466852,77.387503,6.5,-67.0,7.36,0.35,Negativno,Ne
553,18.486158,77.393365,14.0,-75.3,7.13,5.16,Negativno,Ne
554,18.475045,77.373298,10.3,-51.1,5.95,5.63,Negativno,Ne
555,18.476859,77.386884,4.9,-43.7,6.56,0.7,Negativno,Ne
556,18.493348,77.38509,7.7,-59.7,6.87,1.2,Negativno,Ne
557,18.490295,77.386455,12.0,-43.8,7.68,1.63,Pozitivno,Ne
558,18.477169,77.3899,7.6,-55.0,6.36,5.13,Negativno,Ne
559,18.477223,77.397418,5.3,-49.2,6.72,3.44,Pozitivno,Ne
560,18.474321,77.394194,1.9,-50.7,7.14,0.12,Negativno,Ne
561,18.491158,77.414952,2.0,-36.8,7.21,3.15,Negativno,Ne
562,18.483578,77.387173,3.7,-29.5,7.57,4.19,Negativno,Ne
563,18.486362,77.385138,4.9,-31.3,6.96,0.8,Pozitivno,Ne
564,18.489439,77.39338,11.9,-35.7,7.32,4.69,Negativno,Ne
565,18.486996,77.385191,13.1,-46.3,6.89,5.85,Pozitivno,Ne
566,18.478398,77.396686,9.0,-41.6,7.26,2.33,Negativno,Ne
567,18.479361,77.371519,10.1,-43.4,7.16,2.19,Pozitivno,Ne
568,18.487895,77.408251,2.6,-43.1,7.07,4.66,Negativno,Ne
569,18.494668,77.403892,9.6,-41.4,7.35,5.65,Negativno,Ne
570,18.458864,77.376458,0.8,-52.8,7.25,1.78,Negativno,Ne
571,18.493845,77.382446,9.1,-45.3,7.06,4.4,Negativno,Ne
572,18.486778,77.404942,13.1,-70.9,6.68,2.03,Negativno,Ne
573,18.485252,77.377569,11.0,-23.9,6.19,1.43,Pozitivno,Ne
574,18.475834,77.386386,11.6,-60.7,8.14,5.72,Negativno,Ne
575,18.489419,77.392125,2.9,-42.5,6.92,4.73,Negativno,Da
576,18.471242,77.394316,5.0,-62.5,7.13,2.94,Negativno,Ne
577,18.487339,77.378064,4.5,-82.0,7.07,2.06,Negativno,Ne
578,18.477964,77.392733,5.1,-47.9,7.23,3.35,Negativno,Ne
579,18.488639,77.382475,10.8,-39.9,6.78,2.63,Negativno,Ne
580,18.475661,77.378905,3.6,-43.7,7.53,3.58,Negativno,Ne
581,18.496031,77.402983,8.1,-39.9,7.31,5.21,Negativno,Ne
582,18.477042,77.398168,11.1,-64.6,6.46,5.69,Pozitivno,Ne
583,18.465944,77.410742,8.0,-64.4,6.7,3.67,Negativno,Ne
584,18.473042,77.38601,11.8,-69.3,7.15,5.54,Negativno,Ne
585,18.465064,77.387034,0.2,-41.0,6.89,5.86,Negativno,Ne
586,18.473628,77.378455,9.7,-39.3,6.61,1.56,Negativno,Ne
587,18.470259,77.390683,3.2,-56.1,7.97,4.28,Pozitivno,Da
588,18.481116,77.399657,12.0,-47.8,7.48,2.64,Negativno,Ne
589,18.478453,77.380119,14.7,-48.6,7.21,0.53,Negativno,Ne
590,18.465424,77.381435,13.9,-56.9,6.99,0.27,Negativno,Ne
591,18.463119,77.389087,12.0,-58.0,6.98,2.34,Negativno,Ne
592,18.49046,77.407707,8.0,-46.7,6.54,5.12,Negativno,Ne
593,18.476468,77.376454,5.3,-48.7,8.06,2.96,Negativno,Ne
594,18.483932,77.388313,4.4,-55.8,6.93,0.62,Negativno,Ne
595,18.48583,77.385639,3.6,-53.2,6.37,2.99,Negativno,Ne
596,18.475157,77.380253,8.9,-35.2,6.99,0.82,Negativno,Ne
597,18.474077,77.394242,13.0,-40.8,6.85,2.39,Negativno,Ne
598,18.481087,77.399632,5.3,-84.2,7.05,5.14,Negativno,Ne
599,18.487771,77.393326,8.5,-40.5,6.62,5.21,Negativno,Ne
600,18.476707,77.394277,12.2,-39.4,6.82,3.51,Pozitivno,Ne
601,18.487974,77.415127,0.3,-46.7,7.49,1.27,Negativno,Ne
602,18.481662,77.392849,6.6,-49.3,5.94,3.31,Negativno,Ne
603,18.470239,77.396716,1.8,-47.3,7.0,5.33,Negativno,Ne
604,18.487975,77.382887,2.2,-43.4,6.23,4.41,Negativno,Ne
606,18.484602,77.40823,5.9,-56.1,8.02,1.04,Negativno,Ne
607,18.475861,77.400715,11.8,-37.5,6.69,4.45,Negativno,Ne
608,18.474786,77.376972,10.6,-46.0,6.55,4.71,Negativno,Ne
609,18.489531,77.377692,12.4,-61.1,6.55,5.64,Negativno,Ne
610,18.482932,77.379082,5.5,-59.7,6.43,1.37,Negativno,Ne
611,18.49503,77.387442,2.7,-36.3,6.91,4.54,Negativno,Ne
612,18.469564,77.416518,14.1,-68.7,6.7,0.33,Negativno,Ne
613,18.488951,77.372828,10.8,-74.7,6.83,0.87,Negativno,Ne
614,18.482841,77.383558,14.7,-57.3,6.89,5.04,Negativno,Ne
615,18.473135,77.386288,14.1,-87.5,7.44,1.49,Negativno,Ne
616,18.468558,77.373566,12.2,-55.8,7.19,5.75,Negativno,Ne
617,18.479089,77.393512,1.0,-59.1,7.06,0.53,Negativno,Ne
618,18.492893,77.388659,9.8,-36.0,6.61,4.3,Negativno,Ne
619,18.483237,77.386596,8.5,-71.4,6.16,3.71,Negativno,Ne
620,18.484646,77.372749,9.9,-15.2,6.79,4.97,Negativno,Ne
621,18.491537,77.380695,1.9,-46.9,6.48,4.07,Negativno,Ne
622,18.479529,77.393022,11.0,-35.5,6.4,2.36,Negativno,Ne
623,18.467173,77.400453,7.3,-78.6,6.56,3.71,Pozitivno,Ne
624,18.478384,77.392321,7.7,-52.9,7.29,0.35,Pozitivno,Ne
625,18.471227,77.396846,1.6,-39.0,6.5,4.51,Pozitivno,Ne
626,18.479613,77.400627,4.1,-12.2,7.49,7.19741867266953,Pozitivno,Da
627,18.466505,77.388084,9.7,-49.8,7.23,0.68,Negativno,Ne
628,18.498383,77.398929,12.5,-50.6,7.23,2.11,Pozitivno,Ne
629,18.472786,77.401672,9.5,-49.5,7.44,0.83,Negativno,Ne
630,18.491227,77.38629,2.4,-69.6,6.8,2.22,Negativno,Ne
631,18.469606,77.368495,2.6,-47.8,6.93,5.13,Negativno,Ne
632,18.480456,77.381593,8.8,-51.8,6.74,1.9,Negativno,Ne
633,18.483955,77.404112,6.3,-21.4,6.41,0.66,Negativno,Ne
634,18.457162,77.397256,1.5,-56.6,7.3,3.35,Negativno,Ne
635,18.488664,77.398392,1.1,-55.6,7.18,1.76,Negativno,Ne
636,18.48791,77.385498,9.8,-28.3,6.94,0.9,Negativno,Ne
637,18.487268,77.390091,13.5,-68.3,7.05,4.31,Pozitivno,Ne
639,18.478396,77.371652,6.8,-53.1,7.56,4.71,Negativno,Ne
640,18.483866,77.394946,12.9,-20.9,6.65,4.96,Negativno,Ne
641,18.47243,77.392521,12.6,-56.8,7.97,0.41,Negativno,Da
642,18.477406,77.390232,12.8,-71.4,7.62,5.38,Negativno,Da
643,18.467223,77.398443,10.1,-47.9,6.48,1.69,Negativno,Ne
644,18.496533,77.403599,1.4,-64.9,6.75,3.55,Negativno,Ne
645,18.48717,77.390294,14.2,-57.4,7.61,6.0,Negativno,Ne
646,18.482454,77.393401,11.4,-34.1,6.39,4.74,Negativno,Ne
647,18.482561,77.385699,5.2,-39.6,6.24,3.0,Negativno,Ne
648,18.490891,77.380372,9.3,-35.1,6.67,4.94,Negativno,Ne
649,18.486881,77.399031,8.6,-31.6,7.14,5.22,Negativno,Ne
650,18.468182,77.397374,5.5,-38.9,7.89,3.65,Negativno,Ne
651,18.484176,77.382698,14.8,-49.2,7.38,1.12,Negativno,Ne
652,18.473109,77.394649,3.0,-83.3,7.5,3.79,Negativno,Ne
653,18.48944,77.385281,11.6,-47.9,7.08,4.96,Negativno,Ne
654,18.4882,77.392846,7.0,-32.9,7.3,5.38,Negativno,Ne
655,18.48187,77.384742,13.9,-48.9,7.88,3.58,Negativno,Ne
656,18.450841,77.384665,14.9,-69.9,6.98,4.33,Negativno,Ne
657,18.488894,77.388805,13.1,-36.0,6.62,1.57,Negativno,Ne
658,18.502331,77.394591,3.8,-63.3,6.52,1.12,Pozitivno,Ne
659,18.479815,77.372195,2.0,-77.1,6.04,3.16,Pozitivno,Ne
660,18.481906,77.378465,14.4,-70.1,7.52,0.89,Negativno,Ne
661,18.483962,77.404742,0.7,-57.3,6.9,3.87,Negativno,Ne
662,18.47105,77.402536,4.9,-47.6,6.48,4.19,Negativno,Ne
663,18.481959,77.376036,6.9,-13.1,7.24,0.62,Negativno,Ne
664,18.485325,77.395074,4.3,-51.7,7.32,5.66,Negativno,Ne
665,18.482039,77.395383,13.5,-29.4,7.24,3.9,Negativno,Ne
666,18.495607,77.392932,0.5,-65.2,7.18,5.39,Negativno,Ne
667,18.473382,77.392736,4.2,-35.3,6.5,4.38,Negativno,Ne
668,18.480235,77.390894,12.9,-39.4,6.49,5.06,Negativno,Ne
669,18.48589,77.401751,1.5,-49.2,7.26,2.56,Pozitivno,Da
670,18.487958,77.392602,1.3,-45.8,6.45,1.66,Negativno,Ne
671,18.481261,77.390076,0.1,-53.4,7.12,3.68,Negativno,Ne
672,18.483183,77.393671,10.5,-30.4,7.13,0.19,Negativno,Ne
673,18.486815,77.388808,2.3,-51.6,6.1,0.19,Negativno,Ne
674,18.482062,77.408585,4.4,-73.0,6.99,3.5,Negativno,Ne
675,18.470369,77.399266,7.9,-59.7,6.82,1.94,Negativno,Ne
676,18.470545,77.384936,12.1,-31.8,7.04,2.76,Negativno,Ne
677,18.486548,77.380501,11.9,-61.4,6.68,2.12,Negativno,Ne
678,18.465768,77.395141,11.7,-49.9,6.71,1.27,Negativno,Ne
679,18.480734,77.388382,14.1,-63.0,7.97,2.66,Negativno,Ne
680,18.463476,77.40471,12.5,-58.7,6.69,4.84,Negativno,Ne
681,18.480291,77.386586,2.1,-62.7,7.16,4.43,Negativno,Ne
682,18.469555,77.406736,12.3,-50.0,6.73,0.84,Negativno,Ne
683,18.469087,77.377962,9.7,-39.5,7.6,3.9,Negativno,Ne
684,18.455434,77.390022,10.6,-70.4,6.71,1.37,Negativno,Ne
685,18.490434,77.399677,7.1,-66.2,6.46,1.47,Negativno,Ne
686,18.475264,77.387394,0.9,-43.5,6.82,1.78,Negativno,Ne
687,18.482342,77.399635,7.0,-51.4,6.46,1.91,Pozitivno,Ne
688,18.476917,77.380343,5.2,-23.4,6.63,2.3,Negativno,Ne
689,18.469508,77.39841,14.3,-67.8,7.21,5.54,Negativno,Ne
690,18.495846,77.381061,11.5,-44.6,7.28,1.39,Negativno,Ne
691,18.484949,77.395425,5.9,-49.0,7.24,0.69,Negativno,Ne
692,18.484714,77.380251,12.1,-39.9,7.27,1.3,Negativno,Ne
693,18.496514,77.386911,4.1,-46.6,6.81,4.8,Negativno,Ne
694,18.484271,77.37538,3.9,-55.0,6.84,3.2,Negativno,Ne
695,18.472021,77.384057,8.7,-6.8,7.28,7.077510804995372,Pozitivno,Da
696,18.49417,77.396538,13.6,-44.7,6.68,5.52,Negativno,Ne
697,18.489887,77.38174,3.3,-69.8,7.36,1.03,Negativno,Ne
698,18.486212,77.381177,3.4,-75.7,6.45,5.06,Negativno,Ne
699,18.478723,77.379705,2.2,-56.4,7.01,1.15,Negativno,Ne
700,18.473761,77.376107,13.9,-60.3,7.31,5.1,Negativno,Ne
701,18.495845,77.402457,6.2,-35.8,6.46,1.86,Negativno,Ne
702,18.480609,77.38645,14.9,-35.1,6.5,0.5,Pozitivno,Ne
703,18.486471,77.393609,3.7,-59.8,7.18,4.56,Negativno,Ne
704,18.455093,77.401787,4.0,-58.7,6.59,2.57,Negativno,Ne
705,18.47632,77.401321,7.2,-46.8,6.37,5.03,Negativno,Ne
706,18.492702,77.391892,6.5,-60.7,7.28,1.47,Negativno,Ne
707,18.486298,77.404472,13.1,-54.9,7.0,5.25,Negativno,Ne
708,18.490556,77.389819,0.1,-23.5,6.72,2.37,Negativno,Ne
709,18.484781,77.396455,4.5,-56.0,6.91,1.51,Pozitivno,Ne
710,18.480421,77.399309,0.8,-13.5,6.55,8.40741867266953,Pozitivno,Da
711,18.478878,77.409445,6.0,-59.2,6.98,5.97,Negativno,Ne
712,18.475297,77.389616,7.4,-45.5,6.69,2.8,Negativno,Ne
713,18.478055,77.393448,4.9,-65.8,6.62,1.85,Negativno,Ne
714,18.496256,77.378022,11.9,-67.5,7.38,4.67,Negativno,Ne
715,18.484513,77.400207,8.2,-47.5,7.32,2.75,Negativno,Ne
716,18.475398,77.393927,12.8,-27.6,7.7,3.16,Negativno,Ne
717,18.47492,77.389414,9.8,-55.9,6.5,3.82,Negativno,Ne
718,18.482169,77.396238,13.3,-53.5,7.01,3.78,Negativno,Ne
719,18.479083,77.392184,3.9,-49.9,6.09,3.9,Negativno,Da
720,18.477199,77.378126,14.1,-69.1,7.31,5.5,Negativno,Ne
721,18.482419,77.385404,10.2,-44.7,6.78,1.28,Negativno,Ne
722,18.493639,77.39383,10.8,-76.2,6.98,3.8,Negativno,Ne
723,18.480367,77.403871,9.9,-47.2,6.69,4.38,Negativno,Ne
724,18.476343,77.386469,2.3,-26.9,7.16,2.15,Negativno,Ne
725,18.475308,77.388487,14.8,-84.6,6.75,4.49,Negativno,Ne
726,18.474549,77.389957,1.4,-65.8,7.87,5.69,Negativno,Ne
727,18.484256,77.394394,13.8,-71.5,7.36,1.31,Negativno,Ne
728,18.487519,77.396212,13.2,-39.4,6.25,5.48,Negativno,Ne
